Date;rfr;t;n;Underlying
09.05.2008;1,68%;60;2;21,45
12.05.2008;1,79%;60;3;20,82
13.05.2008;1,82%;60;4;20,78
14.05.2008;1,82%;60;5;20,32
15.05.2008;1,83%;60;6;19,88
16.05.2008;1,84%;60;7;20,14
19.05.2008;1,85%;60;8;19,76
20.05.2008;1,86%;60;9;20,82
21.05.2008;1,86%;60;10;23,58
22.05.2008;1,86%;59;11;23,56
23.05.2008;1,85%;58;12;24,04
27.05.2008;1,89%;57;13;23,70
28.05.2008;1,88%;56;14;23,25
29.05.2008;1,90%;55;15;22,07
30.05.2008;1,88%;54;16;21,77
02.06.2008;1,83%;53;17;22,80
03.06.2008;1,84%;52;18;23,18
04.06.2008;1,84%;51;19;23,09
05.06.2008;1,84%;50;20;22,13
06.06.2008;1,83%;49;21;23,94
09.06.2008;1,88%;48;22;23,43
10.06.2008;2,01%;47;23;23,47
11.06.2008;1,94%;46;24;24,05
12.06.2008;1,99%;45;25;23,88
13.06.2008;1,97%;44;26;23,00
16.06.2008;1,95%;43;27;22,74
17.06.2008;1,98%;42;28;22,68
18.06.2008;1,92%;60;29;23,37
19.06.2008;1,90%;59;30;23,17
20.06.2008;1,85%;58;31;23,43
23.06.2008;1,88%;57;32;23,49
24.06.2008;1,83%;56;33;23,70
25.06.2008;1,79%;55;34;22,75
26.06.2008;1,71%;54;35;24,25
27.06.2008;1,66%;53;36;24,18
30.06.2008;1,73%;52;37;23,93
01.07.2008;1,86%;51;38;23,80
02.07.2008;1,81%;50;39;24,95
03.07.2008;1,84%;49;40;24,69
07.07.2008;1,81%;48;41;24,78
08.07.2008;1,85%;47;42;23,54
09.07.2008;1,79%;46;43;24,69
10.07.2008;1,66%;45;44;24,86
11.07.2008;1,58%;44;45;25,25
14.07.2008;1,45%;43;46;25,89
15.07.2008;1,33%;42;47;26,12
16.07.2008;1,35%;60;48;24,48
17.07.2008;1,39%;59;49;23,99
18.07.2008;1,45%;58;50;23,80
21.07.2008;1,42%;57;51;23,44
22.07.2008;1,54%;56;52;22,74
23.07.2008;1,55%;55;53;22,78
24.07.2008;1,64%;54;54;23,72
25.07.2008;1,72%;53;55;23,63
28.07.2008;1,69%;52;56;24,24
29.07.2008;1,71%;51;57;22,99
30.07.2008;1,68%;50;58;22,10
31.07.2008;1,66%;49;59;22,94
01.08.2008;1,66%;48;60;23,04
04.08.2008;1,69%;47;61;23,01
05.08.2008;1,73%;46;62;22,12
06.08.2008;1,64%;45;63;21,58
07.08.2008;1,67%;44;64;22,52
08.08.2008;1,69%;43;65;21,87
11.08.2008;1,81%;42;66;21,68
12.08.2008;1,85%;41;67;22,46
13.08.2008;1,83%;40;68;22,93
14.08.2008;1,85%;39;69;22,15
15.08.2008;1,83%;38;70;21,92
18.08.2008;1,76%;37;71;22,21
19.08.2008;1,79%;36;72;22,93
20.08.2008;1,68%;60;73;23,16
21.08.2008;1,71%;59;74;23,25
22.08.2008;1,69%;58;75;22,92
25.08.2008;1,67%;57;76;23,45
26.08.2008;1,70%;56;77;23,24
27.08.2008;1,67%;55;78;22,94
28.08.2008;1,73%;54;79;22,68
29.08.2008;1,71%;53;80;22,99
02.09.2008;1,68%;52;81;23,19
03.09.2008;1,68%;51;82;23,10
04.09.2008;1,67%;50;83;24,31
05.09.2008;1,77%;49;84;23,98
08.09.2008;1,70%;48;85;23,39
09.09.2008;1,66%;47;86;24,71
10.09.2008;1,64%;46;87;24,31
11.09.2008;1,61%;45;88;24,49
12.09.2008;1,47%;44;89;24,57
15.09.2008;0,80%;43;90;25,73
16.09.2008;0,69%;42;91;25,17
17.09.2008;0,04%;60;92;25,93
18.09.2008;0,07%;59;93;25,01
19.09.2008;0,88%;58;94;24,38
22.09.2008;0,83%;57;95;25,41
23.09.2008;0,71%;56;96;26,85
24.09.2008;0,46%;55;97;26,68
25.09.2008;0,75%;54;98;25,99
26.09.2008;0,84%;53;99;26,25
29.09.2008;0,68%;52;100;29,84
30.09.2008;0,90%;51;101;28,22
01.10.2008;0,80%;50;102;28,85
02.10.2008;0,60%;49;103;30,64
03.10.2008;0,47%;48;104;31,20
06.10.2008;0,47%;47;105;31,94
07.10.2008;0,76%;46;106;34,32
08.10.2008;0,61%;45;107;35,39
09.10.2008;0,52%;44;108;37,68
10.10.2008;0,18%;43;109;38,31
13.10.2008;0,18%;42;110;36,07
14.10.2008;0,27%;41;111;37,94
15.10.2008;0,21%;60;112;35,55
16.10.2008;0,43%;59;113;35,47
17.10.2008;0,79%;58;114;37,28
20.10.2008;1,08%;57;115;34,80
21.10.2008;1,07%;56;116;36,93
22.10.2008;1,01%;55;117;39,71
23.10.2008;0,97%;54;118;40,14
24.10.2008;0,84%;53;119;43,56
27.10.2008;0,75%;52;120;44,88
28.10.2008;0,75%;51;121;42,77
29.10.2008;0,58%;50;122;44,16
30.10.2008;0,38%;49;123;44,20
31.10.2008;0,44%;48;124;44,93
03.11.2008;0,44%;47;125;44,71
04.11.2008;0,48%;46;126;41,86
05.11.2008;0,39%;45;127;43,85
06.11.2008;0,30%;44;128;47,80
07.11.2008;0,28%;43;129;47,48
10.11.2008;0,20%;42;130;48,20
11.11.2008;0,43%;41;131;49,38
12.11.2008;0,14%;40;132;52,92
13.11.2008;0,18%;39;133;50,03
14.11.2008;0,13%;38;134;53,51
17.11.2008;0,09%;37;135;56,25
18.11.2008;0,11%;36;136;57,29
19.11.2008;0,06%;60;137;56,87
20.11.2008;0,02%;59;138;59,77
21.11.2008;0,01%;58;139;56,90
24.11.2008;0,01%;57;140;54,15
25.11.2008;0,10%;56;141;52,61
26.11.2008;0,04%;55;142;50,85
28.11.2008;0,04%;54;143;50,60
01.12.2008;0,04%;53;144;56,29
02.12.2008;0,05%;52;145;55,30
03.12.2008;0,01%;51;146;55,21
04.12.2008;-0,04%;50;147;57,62
05.12.2008;0,02%;49;148;56,75
08.12.2008;-0,04%;48;149;54,67
09.12.2008;-0,02%;47;150;55,38
10.12.2008;-0,02%;46;151;54,44
11.12.2008;-0,01%;45;152;55,32
12.12.2008;0,01%;44;153;54,46
15.12.2008;-0,01%;43;154;54,84
16.12.2008;-0,03%;42;155;52,25
17.12.2008;0,01%;60;156;49,94
18.12.2008;0,01%;59;157;48,93
19.12.2008;0,02%;58;158;46,53
22.12.2008;0,01%;57;159;45,63
23.12.2008;0,01%;56;160;46,54
24.12.2008;-0,02%;55;161;45,96
26.12.2008;-0,01%;54;162;45,65
29.12.2008;0,06%;53;163;46,76
30.12.2008;0,09%;52;164;45,08
31.12.2008;0,08%;51;165;42,93
02.01.2009;0,08%;50;166;39,91
05.01.2009;0,09%;49;167;40,16
06.01.2009;0,13%;48;168;39,55
07.01.2009;0,09%;47;169;42,50
08.01.2009;0,07%;46;170;42,72
09.01.2009;0,06%;45;171;44,15
12.01.2009;0,06%;44;172;47,74
13.01.2009;0,10%;43;173;46,81
14.01.2009;0,09%;42;174;50,56
15.01.2009;0,10%;41;175;49,93
16.01.2009;0,11%;40;176;48,53
20.01.2009;0,10%;39;177;54,66
21.01.2009;0,11%;60;178;47,36
22.01.2009;0,10%;59;179;47,37
23.01.2009;0,10%;58;180;47,20
26.01.2009;0,10%;57;181;45,63
27.01.2009;0,13%;56;182;43,51
28.01.2009;0,18%;55;183;40,75
29.01.2009;0,22%;54;184;40,88
30.01.2009;0,23%;53;185;42,18
02.02.2009;0,24%;52;186;42,30
03.02.2009;0,31%;51;187;40,95
04.02.2009;0,29%;50;188;41,10
05.02.2009;0,27%;49;189;40,50
06.02.2009;0,27%;48;190;40,10
09.02.2009;0,27%;47;191;40,50
10.02.2009;0,32%;46;192;42,90
11.02.2009;0,30%;45;193;42,20
12.02.2009;0,29%;44;194;41,60
13.02.2009;0,29%;43;195;42,35
17.02.2009;0,28%;42;196;44,05
18.02.2009;0,30%;60;197;42,65
19.02.2009;0,30%;59;198;43,20
20.02.2009;0,27%;58;199;44,75
23.02.2009;0,27%;57;200;46,90
24.02.2009;0,30%;56;201;43,90
25.02.2009;0,30%;55;202;43,25
26.02.2009;0,27%;54;203;43,75
27.02.2009;0,25%;53;204;43,90
02.03.2009;0,23%;52;205;46,05
03.03.2009;0,25%;51;206;46,35
04.03.2009;0,25%;50;207;42,90
05.03.2009;0,19%;49;208;44,45
06.03.2009;0,20%;48;209;44,15
09.03.2009;0,20%;47;210;44,90
10.03.2009;0,23%;46;211;41,60
11.03.2009;0,22%;45;212;41,60
12.03.2009;0,19%;44;213;41,10
13.03.2009;0,19%;43;214;41,60
16.03.2009;0,22%;42;215;43,10
17.03.2009;0,23%;41;216;41,30
18.03.2009;0,20%;60;217;39,15
19.03.2009;0,19%;59;218;41,55
20.03.2009;0,20%;58;219;44,45
23.03.2009;0,19%;57;220;41,75
24.03.2009;0,21%;56;221;42,25
25.03.2009;0,18%;55;222;41,45
26.03.2009;0,14%;54;223;40,45
27.03.2009;0,13%;53;224;41,60
30.03.2009;0,13%;52;225;44,05
31.03.2009;0,20%;51;226;43,95
01.04.2009;0,20%;50;227;43,25
02.04.2009;0,21%;49;228;42,50
03.04.2009;0,20%;48;229;41,80
06.04.2009;0,19%;47;230;42,15
07.04.2009;0,19%;46;231;42,45
08.04.2009;0,18%;45;232;41,55
09.04.2009;0,18%;44;233;39,90
13.04.2009;0,17%;43;234;39,70
14.04.2009;0,16%;42;235;39,60
15.04.2009;0,14%;60;236;38,80
16.04.2009;0,12%;59;237;37,50
17.04.2009;0,13%;58;238;36,65
20.04.2009;0,12%;57;239;38,95
21.04.2009;0,14%;56;240;37,65
22.04.2009;0,13%;55;241;38,05
23.04.2009;0,10%;54;242;37,40
24.04.2009;0,10%;53;243;37,65
27.04.2009;0,08%;52;244;38,45
28.04.2009;0,12%;51;245;38,15
29.04.2009;0,09%;50;246;36,70
30.04.2009;0,12%;49;247;37,00
01.05.2009;0,14%;48;248;36,55
04.05.2009;0,18%;47;249;34,75
05.05.2009;0,18%;46;250;34,80
06.05.2009;0,18%;45;251;33,80
07.05.2009;0,18%;44;252;34,15
08.05.2009;0,17%;43;253;32,80
11.05.2009;0,16%;42;254;33,00
12.05.2009;0,18%;41;255;32,85
13.05.2009;0,17%;40;256;33,85
14.05.2009;0,15%;39;257;32,50
15.05.2009;0,16%;38;258;33,20
18.05.2009;0,16%;37;259;30,85
19.05.2009;0,18%;36;260;30,40
20.05.2009;0,17%;60;261;31,40
21.05.2009;0,18%;59;262;32,85
22.05.2009;0,17%;58;263;33,05
26.05.2009;0,17%;57;264;32,00
27.05.2009;0,16%;56;265;32,90
28.05.2009;0,13%;55;266;32,40
29.05.2009;0,13%;54;267;31,50
01.06.2009;0,09%;53;268;30,75
02.06.2009;0,13%;52;269;31,00
03.06.2009;0,12%;51;270;32,65
04.06.2009;0,14%;50;271;32,25
05.06.2009;0,18%;49;272;32,20
08.06.2009;0,17%;48;273;32,00
09.06.2009;0,17%;47;274;30,95
10.06.2009;0,17%;46;275;31,20
11.06.2009;0,17%;45;276;30,60
12.06.2009;0,17%;44;277;29,95
15.06.2009;0,15%;43;278;31,35
16.06.2009;0,16%;42;279;32,40
17.06.2009;0,16%;60;280;32,10
18.06.2009;0,17%;59;281;31,85
19.06.2009;0,17%;58;282;31,55
22.06.2009;0,18%;57;283;32,55
23.06.2009;0,19%;56;284;32,15
24.06.2009;0,18%;55;285;31,35
25.06.2009;0,17%;54;286;30,25
26.06.2009;0,17%;53;287;29,85
29.06.2009;0,18%;52;288;28,95
30.06.2009;0,18%;51;289;29,25
01.07.2009;0,16%;50;290;29,20
02.07.2009;0,16%;49;291;30,65
06.07.2009;0,15%;48;292;30,40
07.07.2009;0,18%;47;293;31,45
08.07.2009;0,18%;46;294;31,80
09.07.2009;0,18%;45;295;31,75
10.07.2009;0,17%;44;296;31,95
13.07.2009;0,18%;43;297;30,80
14.07.2009;0,18%;42;298;30,25
15.07.2009;0,18%;60;299;30,65
16.07.2009;0,17%;59;300;30,15
17.07.2009;0,16%;58;301;30,25
20.07.2009;0,16%;57;302;29,45
21.07.2009;0,18%;56;303;29,35
22.07.2009;0,18%;55;304;29,20
23.07.2009;0,18%;54;305;28,45
24.07.2009;0,18%;53;306;28,55
27.07.2009;0,19%;52;307;28,95
28.07.2009;0,18%;51;308;29,85
29.07.2009;0,18%;50;309;30,05
30.07.2009;0,18%;49;310;29,30
31.07.2009;0,18%;48;311;29,70
03.08.2009;0,17%;47;312;29,10
04.08.2009;0,18%;46;313;28,85
05.08.2009;0,18%;45;314;28,85
06.08.2009;0,17%;44;315;28,95
07.08.2009;0,17%;43;316;28,05
10.08.2009;0,16%;42;317;28,10
11.08.2009;0,18%;41;318;28,60
12.08.2009;0,17%;40;319;28,35
13.08.2009;0,17%;39;320;27,80
14.08.2009;0,17%;38;321;28,30
17.08.2009;0,17%;37;322;29,90
18.08.2009;0,18%;36;323;29,25
19.08.2009;0,16%;60;324;30,55
20.08.2009;0,15%;59;325;30,10
21.08.2009;0,16%;58;326;30,00
24.08.2009;0,15%;57;327;29,90
25.08.2009;0,16%;56;328;30,05
26.08.2009;0,15%;55;329;30,40
27.08.2009;0,14%;54;330;30,25
28.08.2009;0,14%;53;331;30,50
31.08.2009;0,13%;52;332;30,95
01.09.2009;0,13%;51;333;32,25
02.09.2009;0,13%;50;334;32,65
03.09.2009;0,12%;49;335;31,25
04.09.2009;0,13%;48;336;30,45
08.09.2009;0,12%;47;337;29,45
09.09.2009;0,13%;46;338;28,60
10.09.2009;0,14%;45;339;27,35
11.09.2009;0,13%;44;340;27,70
14.09.2009;0,13%;43;341;27,05
15.09.2009;0,12%;42;342;27,15
16.09.2009;0,10%;60;343;27,65
17.09.2009;0,09%;59;344;27,75
18.09.2009;0,08%;58;345;28,35
21.09.2009;0,08%;57;346;28,40
22.09.2009;0,10%;56;347;28,05
23.09.2009;0,09%;55;348;28,15
24.09.2009;0,09%;54;349;28,50
25.09.2009;0,10%;53;350;28,55
28.09.2009;0,09%;52;351;27,95
29.09.2009;0,12%;51;352;27,85
30.09.2009;0,11%;50;353;27,95
01.10.2009;0,09%;49;354;28,75
02.10.2009;0,09%;48;355;28,80
05.10.2009;0,09%;47;356;27,95
06.10.2009;0,07%;46;357;27,45
07.10.2009;0,06%;45;358;27,35
08.10.2009;0,06%;44;359;27,05
09.10.2009;0,06%;43;360;26,50
12.10.2009;0,06%;42;361;25,75
13.10.2009;0,06%;41;362;25,60
14.10.2009;0,07%;40;363;25,40
15.10.2009;0,05%;39;364;24,90
16.10.2009;0,06%;38;365;25,30
19.10.2009;0,06%;37;366;24,65
20.10.2009;0,08%;36;367;24,55
21.10.2009;0,06%;60;368;25,65
22.10.2009;0,04%;59;369;25,10
23.10.2009;0,05%;58;370;25,45
26.10.2009;0,05%;57;371;25,95
27.10.2009;0,07%;56;372;25,85
28.10.2009;0,06%;55;373;26,90
29.10.2009;0,05%;54;374;25,80
30.10.2009;0,04%;53;375;27,70
02.11.2009;0,04%;52;376;28,10
03.11.2009;0,04%;51;377;28,30
04.11.2009;0,04%;50;378;28,05
05.11.2009;0,03%;49;379;27,25
06.11.2009;0,04%;48;380;26,40
09.11.2009;0,04%;47;381;24,90
10.11.2009;0,06%;46;382;25,10
11.11.2009;0,06%;45;383;25,15
12.11.2009;0,05%;44;384;26,25
13.11.2009;0,05%;43;385;25,85
16.11.2009;0,06%;42;386;25,45
17.11.2009;0,05%;41;387;25,35
18.11.2009;0,02%;60;388;26,85
19.11.2009;0,01%;59;389;27,25
20.11.2009;0,01%;58;390;27,00
23.11.2009;0,01%;57;391;26,40
24.11.2009;0,03%;56;392;26,05
25.11.2009;0,03%;55;393;25,80
27.11.2009;0,02%;54;394;27,15
30.11.2009;0,05%;53;395;27,15
01.12.2009;0,04%;52;396;26,30
02.12.2009;0,04%;51;397;26,20
03.12.2009;0,04%;50;398;26,65
04.12.2009;0,04%;49;399;26,15
07.12.2009;0,02%;48;400;26,05
08.12.2009;0,02%;47;401;26,55
09.12.2009;0,02%;46;402;26,45
10.12.2009;0,02%;45;403;26,10
11.12.2009;0,02%;44;404;26,00
14.12.2009;0,02%;43;405;25,55
15.12.2009;0,04%;42;406;25,25
16.12.2009;0,03%;60;407;26,50
17.12.2009;0,04%;59;408;26,75
18.12.2009;0,04%;58;409;26,40
21.12.2009;0,04%;57;410;25,65
22.12.2009;0,07%;56;411;25,10
23.12.2009;0,05%;55;412;24,90
24.12.2009;0,04%;54;413;24,75
28.12.2009;0,06%;53;414;24,65
29.12.2009;0,08%;52;415;24,75
30.12.2009;0,04%;51;416;25,05
31.12.2009;0,05%;50;417;25,80
04.01.2010;0,05%;49;418;24,85
05.01.2010;0,06%;48;419;24,45
06.01.2010;0,05%;47;420;23,55
07.01.2010;0,04%;46;421;23,15
08.01.2010;0,04%;45;422;22,55
11.01.2010;0,02%;44;423;22,25
12.01.2010;0,04%;43;424;22,80
13.01.2010;0,05%;42;425;22,50
14.01.2010;0,05%;41;426;22,00
15.01.2010;0,05%;40;427;22,55
19.01.2010;0,04%;39;428;21,55
20.01.2010;0,05%;60;429;22,85
21.01.2010;0,04%;59;430;24,10
22.01.2010;0,04%;58;431;25,15
25.01.2010;0,04%;57;432;24,95
26.01.2010;0,06%;56;433;25,30
27.01.2010;0,07%;55;434;24,70
28.01.2010;0,07%;54;435;24,90
29.01.2010;0,07%;53;436;25,35
01.02.2010;0,08%;52;437;24,25
02.02.2010;0,09%;51;438;23,45
03.02.2010;0,09%;50;439;23,55
04.02.2010;0,08%;49;440;25,65
05.02.2010;0,09%;48;441;25,85
08.02.2010;0,09%;47;442;26,20
09.02.2010;0,10%;46;443;25,65
10.02.2010;0,10%;45;444;25,55
11.02.2010;0,09%;44;445;24,95
12.02.2010;0,09%;43;446;24,90
16.02.2010;0,09%;42;447;23,60
17.02.2010;0,09%;60;448;24,70
18.02.2010;0,11%;59;449;24,10
19.02.2010;0,09%;58;450;23,70
22.02.2010;0,08%;57;451;23,25
23.02.2010;0,10%;56;452;23,90
24.02.2010;0,11%;55;453;23,65
25.02.2010;0,11%;54;454;23,75
26.02.2010;0,11%;53;455;23,50
01.03.2010;0,12%;52;456;23,05
02.03.2010;0,12%;51;457;22,80
03.03.2010;0,13%;50;458;22,60
04.03.2010;0,13%;49;459;22,50
05.03.2010;0,14%;48;460;21,60
08.03.2010;0,15%;47;461;21,25
09.03.2010;0,15%;46;462;21,25
10.03.2010;0,15%;45;463;21,40
11.03.2010;0,15%;44;464;21,60
12.03.2010;0,14%;43;465;21,45
15.03.2010;0,15%;42;466;21,50
16.03.2010;0,16%;41;467;20,90
17.03.2010;0,15%;60;468;21,75
18.03.2010;0,15%;59;469;21,45
19.03.2010;0,14%;58;470;21,70
22.03.2010;0,14%;57;471;21,65
23.03.2010;0,12%;56;472;21,35
24.03.2010;0,13%;55;473;21,65
25.03.2010;0,13%;54;474;21,95
26.03.2010;0,13%;53;475;21,70
29.03.2010;0,13%;52;476;21,25
30.03.2010;0,15%;51;477;21,00
31.03.2010;0,15%;50;478;21,00
01.04.2010;0,15%;49;479;21,05
05.04.2010;0,16%;48;480;20,35
06.04.2010;0,16%;47;481;19,85
07.04.2010;0,16%;46;482;20,10
08.04.2010;0,16%;45;483;19,85
09.04.2010;0,15%;44;484;19,65
12.04.2010;0,13%;43;485;19,65
13.04.2010;0,15%;42;486;19,75
14.04.2010;0,15%;41;487;19,30
15.04.2010;0,15%;40;488;19,30
16.04.2010;0,15%;39;489;19,95
19.04.2010;0,15%;38;490;19,50
20.04.2010;0,14%;37;491;18,60
21.04.2010;0,15%;60;492;20,75
22.04.2010;0,15%;59;493;20,75
23.04.2010;0,15%;58;494;20,75
26.04.2010;0,15%;57;495;20,95
27.04.2010;0,14%;56;496;22,40
28.04.2010;0,15%;55;497;22,20
29.04.2010;0,15%;54;498;21,65
30.04.2010;0,15%;53;499;23,00
03.05.2010;0,16%;52;500;22,60
04.05.2010;0,16%;51;501;24,45
05.05.2010;0,15%;50;502;25,45
06.05.2010;0,10%;49;503;29,10
07.05.2010;0,12%;48;504;30,95
10.05.2010;0,15%;47;505;27,05
11.05.2010;0,15%;46;506;27,05
12.05.2010;0,15%;45;507;25,80
13.05.2010;0,16%;44;508;26,40
14.05.2010;0,15%;43;509;28,75
17.05.2010;0,15%;42;510;29,00
18.05.2010;0,16%;41;511;30,95
19.05.2010;0,16%;60;512;32,05
20.05.2010;0,16%;59;513;35,70
21.05.2010;0,15%;58;514;35,70
24.05.2010;0,15%;57;515;35,10
25.05.2010;0,15%;56;516;34,10
26.05.2010;0,16%;55;517;33,30
27.05.2010;0,16%;54;518;30,95
28.05.2010;0,16%;53;519;31,30
01.06.2010;0,15%;52;520;32,65
02.06.2010;0,14%;51;521;31,00
03.06.2010;0,13%;50;522;30,70
04.06.2010;0,12%;49;523;32,80
07.06.2010;0,11%;48;524;34,10
08.06.2010;0,11%;47;525;32,95
09.06.2010;0,09%;46;526;33,35
10.06.2010;0,08%;45;527;31,55
11.06.2010;0,07%;44;528;30,90
14.06.2010;0,05%;43;529;30,30
15.06.2010;0,07%;42;530;28,55
16.06.2010;0,09%;60;531;28,95
17.06.2010;0,09%;59;532;28,60
18.06.2010;0,09%;58;533;28,00
21.06.2010;0,11%;57;534;28,15
22.06.2010;0,11%;56;535;29,00
23.06.2010;0,12%;55;536;29,55
24.06.2010;0,12%;54;537;30,80
25.06.2010;0,13%;53;538;30,35
28.06.2010;0,13%;52;539;31,05
29.06.2010;0,14%;51;540;33,45
30.06.2010;0,17%;50;541;34,15
01.07.2010;0,17%;49;542;34,15
02.07.2010;0,16%;48;543;33,40
06.07.2010;0,16%;47;544;31,90
07.07.2010;0,15%;46;545;30,05
08.07.2010;0,15%;45;546;29,50
09.07.2010;0,15%;44;547;29,05
12.07.2010;0,14%;43;548;28,35
13.07.2010;0,14%;42;549;28,15
14.07.2010;0,15%;41;550;28,95
15.07.2010;0,15%;40;551;29,30
16.07.2010;0,15%;39;552;30,60
19.07.2010;0,15%;38;553;30,30
20.07.2010;0,15%;37;554;28,50
21.07.2010;0,15%;60;555;31,45
22.07.2010;0,15%;59;556;30,20
23.07.2010;0,15%;58;557;29,60
26.07.2010;0,15%;57;558;28,75
27.07.2010;0,14%;56;559;28,45
28.07.2010;0,15%;55;560;28,80
29.07.2010;0,15%;54;561;28,75
30.07.2010;0,14%;53;562;28,60
02.08.2010;0,14%;52;563;27,15
03.08.2010;0,14%;51;564;27,50
04.08.2010;0,15%;50;565;27,35
05.08.2010;0,14%;49;566;27,65
06.08.2010;0,14%;48;567;27,75
09.08.2010;0,14%;47;568;27,40
10.08.2010;0,14%;46;569;27,55
11.08.2010;0,15%;45;570;29,60
12.08.2010;0,15%;44;571;30,05
13.08.2010;0,15%;43;572;30,70
16.08.2010;0,15%;42;573;30,35
17.08.2010;0,15%;41;574;29,45
18.08.2010;0,15%;60;575;31,10
19.08.2010;0,15%;59;576;32,15
20.08.2010;0,15%;58;577;32,25
23.08.2010;0,15%;57;578;32,15
24.08.2010;0,15%;56;579;32,85
25.08.2010;0,15%;55;580;32,30
26.08.2010;0,15%;54;581;32,50
27.08.2010;0,14%;53;582;30,90
30.08.2010;0,13%;52;583;31,75
31.08.2010;0,13%;51;584;31,25
01.09.2010;0,13%;50;585;29,75
02.09.2010;0,13%;49;586;29,15
03.09.2010;0,12%;48;587;27,85
07.09.2010;0,12%;47;588;28,60
08.09.2010;0,12%;46;589;27,85
09.09.2010;0,13%;45;590;27,55
10.09.2010;0,13%;44;591;27,00
13.09.2010;0,14%;43;592;25,70
14.09.2010;0,13%;42;593;25,70
15.09.2010;0,15%;60;594;27,45
16.09.2010;0,15%;59;595;27,60
17.09.2010;0,15%;58;596;27,80
20.09.2010;0,15%;57;597;27,35
21.09.2010;0,15%;56;598;27,40
22.09.2010;0,15%;55;599;27,65
23.09.2010;0,15%;54;600;28,25
24.09.2010;0,14%;53;601;27,20
27.09.2010;0,13%;52;602;27,25
28.09.2010;0,14%;51;603;27,25
29.09.2010;0,16%;50;604;27,65
30.09.2010;0,15%;49;605;28,20
01.10.2010;0,15%;48;606;27,85
04.10.2010;0,15%;47;607;28,20
05.10.2010;0,11%;46;608;27,05
06.10.2010;0,11%;45;609;26,80
07.10.2010;0,11%;44;610;26,70
08.10.2010;0,11%;43;611;25,70
11.10.2010;0,11%;42;612;25,10
12.10.2010;0,11%;41;613;24,25
13.10.2010;0,12%;40;614;23,55
14.10.2010;0,13%;39;615;24,20
15.10.2010;0,13%;38;616;24,05
18.10.2010;0,13%;37;617;23,30
19.10.2010;0,13%;36;618;23,85
20.10.2010;0,13%;60;619;25,05
21.10.2010;0,12%;59;620;24,65
22.10.2010;0,12%;58;621;23,95
25.10.2010;0,11%;57;622;23,70
26.10.2010;0,12%;56;623;23,90
27.10.2010;0,13%;55;624;24,20
28.10.2010;0,12%;54;625;24,30
29.10.2010;0,11%;53;626;24,25
01.11.2010;0,10%;52;627;24,20
02.11.2010;0,11%;51;628;23,75
03.11.2010;0,12%;50;629;22,35
04.11.2010;0,11%;49;630;21,00
05.11.2010;0,11%;48;631;20,95
08.11.2010;0,11%;47;632;21,05
09.11.2010;0,11%;46;633;21,10
10.11.2010;0,13%;45;634;20,90
11.11.2010;0,12%;44;635;21,05
12.11.2010;0,12%;43;636;22,25
15.11.2010;0,13%;42;637;21,95
16.11.2010;0,13%;41;638;22,80
17.11.2010;0,13%;60;639;25,40
18.11.2010;0,13%;59;640;24,20
19.11.2010;0,13%;58;641;23,90
22.11.2010;0,12%;57;642;23,25
23.11.2010;0,13%;56;643;24,10
24.11.2010;0,15%;55;644;23,30
26.11.2010;0,15%;54;645;24,25
29.11.2010;0,16%;53;646;24,50
30.11.2010;0,16%;52;647;25,80
01.12.2010;0,16%;51;648;24,75
02.12.2010;0,15%;50;649;23,00
03.12.2010;0,13%;49;650;22,15
06.12.2010;0,12%;48;651;21,60
07.12.2010;0,13%;47;652;21,45
08.12.2010;0,13%;46;653;20,70
09.12.2010;0,13%;45;654;20,20
10.12.2010;0,12%;44;655;20,05
13.12.2010;0,12%;43;656;20,30
14.12.2010;0,13%;42;657;20,45
15.12.2010;0,13%;60;658;22,40
16.12.2010;0,12%;59;659;22,15
17.12.2010;0,10%;58;660;22,20
20.12.2010;0,10%;57;661;21,75
21.12.2010;0,13%;56;662;21,40
22.12.2010;0,13%;55;663;21,30
23.12.2010;0,13%;54;664;21,55
27.12.2010;0,13%;53;665;21,75
28.12.2010;0,14%;52;666;21,90
29.12.2010;0,12%;51;667;21,85
30.12.2010;0,11%;50;668;21,70
31.12.2010;0,12%;49;669;21,60
03.01.2011;0,12%;48;670;21,35
04.01.2011;0,13%;47;671;21,30
05.01.2011;0,13%;46;672;20,95
06.01.2011;0,14%;45;673;20,90
07.01.2011;0,13%;44;674;21,00
10.01.2011;0,13%;43;675;21,00
11.01.2011;0,15%;42;676;20,40
12.01.2011;0,14%;41;677;19,45
13.01.2011;0,14%;40;678;19,30
14.01.2011;0,15%;39;679;18,40
18.01.2011;0,15%;38;680;17,85
19.01.2011;0,15%;60;681;20,90
20.01.2011;0,16%;59;682;20,85
21.01.2011;0,15%;58;683;21,00
24.01.2011;0,15%;57;684;20,55
25.01.2011;0,15%;56;685;20,35
26.01.2011;0,16%;55;686;19,75
27.01.2011;0,14%;54;687;19,40
28.01.2011;0,14%;53;688;20,65
31.01.2011;0,15%;52;689;20,45
01.02.2011;0,15%;51;690;19,60
02.02.2011;0,15%;50;691;19,55
03.02.2011;0,14%;49;692;19,35
04.02.2011;0,15%;48;693;18,85
07.02.2011;0,14%;47;694;18,45
08.02.2011;0,14%;46;695;18,20
09.02.2011;0,13%;45;696;18,25
10.02.2011;0,11%;44;697;18,30
11.02.2011;0,11%;43;698;18,05
14.02.2011;0,11%;42;699;17,85
